VVB,KGZ,M400000000KGZ1111111
TNF,FJI,L000000000FJI1111111
YVN,FIN,T200000000FIN1111111
LZU,TUR,Q300000000TUR1111111
KTL,LIE,A300000000LIE1111111
RNJ,NAM,F300000000NAM1111111
HPN,GLP,O200000000GLP1111111
HHN,ECU,G400000000ECU1111111
MAT,MMR,A100000000MMR1111111
BHT,ZWE,J300000000ZWE1111111
CDF,PLW,O100000000PLW1111111
MRR,TUN,E000000000TUN1111111
YZI,DJI,O200000000DJI1111111
FEF,BRN,M100000000BRN1111111
AZD,CUW,H300000000CUW1111111
FKH,BGD,K000000000BGD1111111
VCE,KNA,M100000000KNA1111111
SNX,MAF,J300000000MAF1111111
JLX,NRU,O000000000NRU1111111
WDM,COL,T400000000COL1111111
BGY,BRB,G100000000BRB1111111
LRU,ZAF,P400000000ZAF1111111
CUM,SYR,J100000000SYR1111111
ODE,LTU,E000000000LTU1111111
ZTC,MEX,C400000000MEX1111111
LWM,ZAF,I200000000ZAF1111111
GBH,SYR,J300000000SYR1111111
USI,NZL,E000000000NZL1111111
DFL,VEN,C200000000VEN1111111
JCR,COG,P100000000COG1111111
AWG,TCA,K100000000TCA1111111
HLZ,DZA,I000000000DZA1111111
NRS,PHL,R000000000PHL1111111
TII,SEN,Q000000000SEN1111111
YNR,ZAF,E400000000ZAF1111111
QTE,UZB,G200000000UZB1111111
VLB,MDV,F300000000MDV1111111
GMK,FRA,G300000000FRA1111111
YYS,ESH,F200000000ESH1111111
NRY,MDA,A400000000MDA1111111
LTZ,HKG,J100000000HKG1111111
FGF,FIN,G200000000FIN1111111
TEA,MHL,J400000000MHL1111111
ZHS,LBY,N300000000LBY1111111
CZG,TTO,C100000000TTO1111111
BOF,WSM,A300000000WSM1111111
GWK,SEN,A200000000SEN1111111
QPE,GNB,G000000000GNB1111111
SHB,BTN,E300000000BTN1111111
RYH,LKA,C300000000LKA1111111
KAC,COG,T100000000COG1111111
GSQ,TKM,K400000000TKM1111111
UZE,BHR,A400000000BHR1111111
CRI,VNM,N200000000VNM1111111
WEC,HTI,C300000000HTI1111111
SUS,ATG,E300000000ATG1111111
EOV,LTU,H400000000LTU1111111
KLX,MDA,M300000000MDA1111111
TUW,ISL,D100000000ISL1111111
XHW,GEO,O300000000GEO1111111
PTE,VUT,O100000000VUT1111111
OFH,LUX,Q400000000LUX1111111
FTX,SJM,C000000000SJM1111111
WFB,GBR,Q100000000GBR1111111
NHJ,COL,G100000000COL1111111
CVC,BGD,E200000000BGD1111111
WTK,UGA,P100000000UGA1111111
LNE,SGS,P200000000SGS1111111
AYV,MUS,P200000000MUS1111111
CDE,BLR,M000000000BLR1111111
RDG,MYT,L200000000MYT1111111
JSP,QAT,M300000000QAT1111111
PFO,BGR,T100000000BGR1111111
XDU,MDA,R300000000MDA1111111
WGI,USA,F100000000USA1111111
WJZ,SUR,K400000000SUR1111111
FIF,STP,T100000000STP1111111
VBD,ARE,F000000000ARE1111111
IID,KAZ,A000000000KAZ1111111
OOV,ZMB,M000000000ZMB1111111
LGY,IMN,M300000000IMN1111111
HSU,SVK,R300000000SVK1111111
FAO,CAN,Q000000000CAN1111111
XWJ,SDN,Q400000000SDN1111111
FIB,USA,L000000000USA1111111
PMK,ISR,M000000000ISR1111111
TKG,SDN,E000000000SDN1111111
OAK,SYC,L000000000SYC1111111
YFN,TZA,S400000000TZA1111111
YQM,ITA,J000000000ITA1111111
YTV,NZL,L000000000NZL1111111
SVP,VIR,I100000000VIR1111111
III,FLK,O300000000FLK1111111
CNS,SXM,C400000000SXM1111111
WPR,ALA,D100000000ALA1111111
JQX,BHR,J300000000BHR1111111
CRR,JEY,B200000000JEY1111111
ZLO,KNA,N300000000KNA1111111
BMH,MNP,N200000000MNP1111111
TCL,CZE,T000000000CZE1111111
WYM,MNP,E100000000MNP1111111
ZXT,GUY,I000000000GUY1111111
SID,VNM,N100000000VNM1111111
YGJ,DJI,I400000000DJI1111111
MTL,IRN,H200000000IRN1111111
QBP,QAT,D100000000QAT1111111
TCU,COG,M300000000COG1111111
BFH,SVK,S100000000SVK1111111
XAY,BES,N000000000BES1111111
VWX,COM,S300000000COM1111111
UJT,TKM,S400000000TKM1111111
HVN,ISL,R100000000ISL1111111
OJI,ROU,T400000000ROU1111111
NJB,TKL,F000000000TKL1111111
TYV,PAK,Q400000000PAK1111111
HDL,CHL,K300000000CHL1111111
ADZ,JPN,D100000000JPN1111111
EGO,ATG,A300000000ATG1111111
ADS,MHL,C300000000MHL1111111
SDM,SLE,T400000000SLE1111111
TJS,ATF,E100000000ATF1111111
CEM,SLV,B300000000SLV1111111
SSG,BWA,N400000000BWA1111111
NWT,CAF,E000000000CAF1111111
OYB,JEY,Q200000000JEY1111111
QCS,ARG,T300000000ARG1111111
PLG,MCO,O300000000MCO1111111
JGF,CIV,E100000000CIV1111111
ZRK,ATF,K100000000ATF1111111
GEC,MMR,C000000000MMR1111111
SBC,TGO,A000000000TGO1111111
HRD,SOM,E100000000SOM1111111
EGJ,AFG,C200000000AFG1111111
WWR,CZE,J400000000CZE1111111
DKO,ARG,L000000000ARG1111111
LJD,CAN,O400000000CAN1111111
MSF,ABW,I000000000ABW1111111
ENW,SLB,R200000000SLB1111111
JFN,TKM,N100000000TKM1111111
IVA,FIN,P200000000FIN1111111
YSN,NIC,B000000000NIC1111111
LYB,PLW,I100000000PLW1111111
MNZ,GUY,Q100000000GUY1111111
KAS,MLT,F100000000MLT1111111
WBJ,JEY,L200000000JEY1111111
JKX,UKR,I200000000UKR1111111
AZK,SVN,M200000000SVN1111111
MGX,ABW,Q300000000ABW1111111
DJQ,BLM,A200000000BLM1111111
UHJ,AZE,A200000000AZE1111111
TRL,IRN,N400000000IRN1111111
RHK,TUR,M000000000TUR1111111
DOP,TGO,J000000000TGO1111111
XXQ,SYR,F300000000SYR1111111
XJU,MCO,O100000000MCO1111111
GRV,SLV,B200000000SLV1111111
DUJ,PRT,A200000000PRT1111111
LTQ,OMN,S100000000OMN1111111
XWX,SGP,I200000000SGP1111111
DEY,HKG,B100000000HKG1111111
NTY,MLT,K200000000MLT1111111
MOM,SWZ,T400000000SWZ1111111
GCQ,KGZ,A000000000KGZ1111111
YNA,CHE,E100000000CHE1111111
PPE,MLI,D200000000MLI1111111
XCJ,LBY,H000000000LBY1111111
JIU,CIV,Q100000000CIV1111111
KCR,CRI,M100000000CRI1111111
XNV,SGS,C200000000SGS1111111
BIH,LBY,R000000000LBY1111111
DQK,FSM,B000000000FSM1111111
ECB,AUT,K300000000AUT1111111
PBU,PRY,H100000000PRY1111111
GLW,FJI,T000000000FJI1111111
VVK,GIN,I100000000GIN1111111
QWB,BWA,R000000000BWA1111111
CWP,DMA,K000000000DMA1111111
FFN,ESH,R300000000ESH1111111
ZBM,TKL,B300000000TKL1111111
WGT,ASM,D100000000ASM1111111
ZAS,CXR,H200000000CXR1111111
CWW,TUR,P400000000TUR1111111
NST,CYM,D400000000CYM1111111
WKA,MWI,A100000000MWI1111111
QJS,CIV,M100000000CIV1111111
BZP,NPL,J100000000NPL1111111
HAM,GBR,L000000000GBR1111111
QLF,VCT,L400000000VCT1111111
MVY,IOT,A200000000IOT1111111
WDJ,JOR,J100000000JOR1111111
JZX,MUS,H100000000MUS1111111
YLN,MHL,Q200000000MHL1111111
NIN,GIB,T400000000GIB1111111
NXA,COG,C200000000COG1111111
YHS,NOR,C100000000NOR1111111
ZIC,EGY,T000000000EGY1111111
QZU,MDA,R100000000MDA1111111
ZBV,NFK,Q300000000NFK1111111
NXT,SYC,R200000000SYC1111111
VMD,LSO,K200000000LSO1111111
BTQ,ARM,Q300000000ARM1111111
FUZ,TJK,J400000000TJK1111111
IUO,ERI,N000000000ERI1111111
AVT,ESP,R200000000ESP1111111
NRN,LKA,E400000000LKA1111111
FCS,PYF,I400000000PYF1111111
CUY,ITA,L100000000ITA1111111
GDT,MNP,S400000000MNP1111111
PDR,DJI,J200000000DJI1111111
VVM,KHM,L100000000KHM1111111
YDM,ZWE,I100000000ZWE1111111
QZE,NFK,F200000000NFK1111111
DTH,UKR,F400000000UKR1111111
JQV,FJI,J400000000FJI1111111
MZV,GMB,O000000000GMB1111111
YQS,NIC,R300000000NIC1111111
PGF,ITA,C000000000ITA1111111
WRB,MSR,D100000000MSR1111111
JWY,DMA,M000000000DMA1111111
PZK,MDV,G300000000MDV1111111
KJQ,SPM,L400000000SPM1111111
JNA,BGD,M200000000BGD1111111
QZL,EGY,L000000000EGY1111111
ULS,GRD,G000000000GRD1111111
MPI,AZE,G200000000AZE1111111
XOR,DJI,K000000000DJI1111111
BCB,SLE,M300000000SLE1111111
TZM,SGS,I200000000SGS1111111
TTD,TWN,N200000000TWN1111111
VBY,OMN,O300000000OMN1111111
KPG,GNQ,O300000000GNQ1111111
VNM,SOM,O400000000SOM1111111
ZPC,GMB,H200000000GMB1111111
RQW,COD,E300000000COD1111111
TPJ,MAC,B300000000MAC1111111
WAR,SVN,M300000000SVN1111111
WGC,ESH,S200000000ESH1111111
HCC,LUX,B100000000LUX1111111
XSX,SLE,B000000000SLE1111111
XEV,LBY,I200000000LBY1111111
VXI,GRL,N400000000GRL1111111
UQC,PYF,J400000000PYF1111111
NFK,ROU,G100000000ROU1111111
VKD,SMR,B400000000SMR1111111
VMS,RWA,C100000000RWA1111111
GSK,BFA,I000000000BFA1111111
QKK,ESH,L000000000ESH1111111
QFO,GNQ,R100000000GNQ1111111
TET,JPN,C400000000JPN1111111
HXN,JPN,F000000000JPN1111111
TTC,NAM,L000000000NAM1111111
NXB,SGS,E100000000SGS1111111
UDV,BES,F100000000BES1111111
JFZ,STP,O300000000STP1111111
ZZT,MHL,S300000000MHL1111111
QDI,BRN,O200000000BRN1111111
XYE,BFA,N400000000BFA1111111
LVU,MMR,H300000000MMR1111111
DWS,USA,P200000000USA1111111
CEW,BES,O000000000BES1111111
PFT,GRD,J100000000GRD1111111
IOE,ARG,A200000000ARG1111111
AQL,LBR,M400000000LBR1111111
YBR,HKG,O100000000HKG1111111
QTO,BGD,F100000000BGD1111111
IHT,TKL,Q100000000TKL1111111
MDO,SUR,E200000000SUR1111111
JBI,BIH,R300000000BIH1111111
FMU,PRI,E000000000PRI1111111
FEE,SSD,M300000000SSD1111111
WOZ,UGA,G100000000UGA1111111
AXY,MUS,B300000000MUS1111111
DFA,BLZ,S400000000BLZ1111111
TWI,LBY,E000000000LBY1111111
NJU,SAU,E300000000SAU1111111
HSY,DZA,L000000000DZA1111111
XVS,USA,I300000000USA1111111
GRZ,MAR,H300000000MAR1111111
SNW,NZL,R100000000NZL1111111
BJM,CAF,D400000000CAF1111111
SHX,VEN,F000000000VEN1111111
NHN,VCT,J000000000VCT1111111
QYM,SPM,S300000000SPM1111111
DZE,BHR,Q300000000BHR1111111
QVE,FRO,D000000000FRO1111111
WPK,BVT,J400000000BVT1111111
SCI,GNB,K200000000GNB1111111
RPO,ARE,B200000000ARE1111111
QWO,BLZ,A100000000BLZ1111111
ACJ,LBN,R400000000LBN1111111
FDF,MEX,D000000000MEX1111111
RGQ,BDI,B100000000BDI1111111
MAE,LBY,B400000000LBY1111111
KHX,BLZ,E100000000BLZ1111111
APM,MKD,H100000000MKD1111111
BBY,KEN,O000000000KEN1111111
FRS,SOM,T400000000SOM1111111
HAH,URY,R300000000URY1111111
ZLD,GUF,J200000000GUF1111111
ENQ,PRI,B000000000PRI1111111
UAX,VGB,K400000000VGB1111111
PBU,HND,P000000000HND1111111
NWQ,POL,R200000000POL1111111
NQN,NPL,P000000000NPL1111111
FWJ,WSM,Q200000000WSM1111111
BOR,JAM,G200000000JAM1111111
QOH,IRN,K400000000IRN1111111
WMK,ISR,P000000000ISR1111111
CYN,GNQ,T000000000GNQ1111111
ARL,NCL,N300000000NCL1111111
SZC,MCO,A200000000MCO1111111
VTH,POL,H200000000POL1111111
VYT,RUS,M000000000RUS1111111
AAT,NGA,D300000000NGA1111111
UXQ,MYS,K000000000MYS1111111
KYR,MHL,R300000000MHL1111111
VBZ,BDI,F000000000BDI1111111
FDE,NRU,Q100000000NRU1111111
SNL,SGS,G100000000SGS1111111
CBX,STP,Q200000000STP1111111
BPT,MYS,G400000000MYS1111111
UYA,COL,C000000000COL1111111
GHD,ESH,T000000000ESH1111111
UEO,SYR,I400000000SYR1111111
HCM,KWT,P400000000KWT1111111
KTY,PYF,R400000000PYF1111111
HSJ,LIE,T200000000LIE1111111
AXD,MAF,M000000000MAF1111111
EWH,YEM,P400000000YEM1111111
FQA,ARE,A400000000ARE1111111
ORE,CHL,H200000000CHL1111111
MHC,SJM,F100000000SJM1111111
RWA,NIC,O300000000NIC1111111
YXP,ZMB,B100000000ZMB1111111
TFH,ERI,L400000000ERI1111111
VOI,MNP,P000000000MNP1111111
LAD,HND,A000000000HND1111111
WBG,WLF,G200000000WLF1111111
BED,HKG,S200000000HKG1111111
MRV,MAF,G100000000MAF1111111
SOH,NOR,A100000000NOR1111111
TVB,SYC,P400000000SYC1111111
BSP,SLB,S300000000SLB1111111
VVA,CIV,I100000000CIV1111111
QTR,GTM,M000000000GTM1111111
ROL,BEL,Q000000000BEL1111111
UKC,CPV,K000000000CPV1111111
RLR,NIC,T000000000NIC1111111
UPY,GUM,G300000000GUM1111111
JWK,AUT,M000000000AUT1111111
QKS,GRL,A100000000GRL1111111
EHC,CUW,A200000000CUW1111111
SMR,PRK,O200000000PRK1111111
GVL,HMD,H400000000HMD1111111
VFT,CYP,I300000000CYP1111111
UWA,ROU,P400000000ROU1111111
IAO,GGY,C200000000GGY1111111
BVJ,AGO,B200000000AGO1111111
EPX,LUX,B200000000LUX1111111
KRR,LUX,O100000000LUX1111111
JRX,FSM,O300000000FSM1111111
HDV,SLV,H000000000SLV1111111
HBK,WSM,L300000000WSM1111111
NLW,NGA,B100000000NGA1111111
DYX,CRI,H200000000CRI1111111
UFI,MAR,C300000000MAR1111111
EFL,REU,I400000000REU1111111
OJH,ZWE,A200000000ZWE1111111
XCZ,KIR,N400000000KIR1111111
UHE,LVA,R200000000LVA1111111
HIT,GIB,Q000000000GIB1111111
NVA,CIV,I200000000CIV1111111
EAZ,TKM,I300000000TKM1111111
XBX,CUB,M400000000CUB1111111
ESZ,ALA,E300000000ALA1111111
SJP,QAT,L400000000QAT1111111
NNP,UZB,M300000000UZB1111111
VMM,UZB,C000000000UZB1111111
VPL,GUY,L200000000GUY1111111
JAO,SGP,H000000000SGP1111111
XHT,OMN,L000000000OMN1111111
WOR,CRI,R000000000CRI1111111
ZTE,LVA,Q000000000LVA1111111
FQG,ARG,S200000000ARG1111111
IYY,REU,E100000000REU1111111
WYR,MYS,R100000000MYS1111111
RSN,BVT,T100000000BVT1111111
SFS,MAF,N400000000MAF1111111
OOK,CAF,S000000000CAF1111111
CFN,MCO,S400000000MCO1111111
AHR,BEL,C200000000BEL1111111
XIW,TUR,C200000000TUR1111111
CXS,MCO,M200000000MCO1111111
IGR,TWN,S300000000TWN1111111
BIU,IDN,K300000000IDN1111111
YZF,NGA,D400000000NGA1111111
CIB,PHL,Q000000000PHL1111111
CLT,BGD,I200000000BGD1111111
CXA,GGY,B000000000GGY1111111
OVN,JPN,O300000000JPN1111111
YBN,ERI,T400000000ERI1111111
NXK,GLP,M400000000GLP1111111
RTA,GTM,B300000000GTM1111111
YSB,ATF,L400000000ATF1111111
MEP,KEN,K000000000KEN1111111
NEV,YEM,N000000000YEM1111111
NJP,NZL,E100000000NZL1111111
KAY,PLW,F200000000PLW1111111
MMK,DOM,Q100000000DOM1111111
OQC,DNK,N400000000DNK1111111
PQP,BVT,I200000000BVT1111111
QWX,PRK,A300000000PRK1111111
QDR,ARM,K100000000ARM1111111
YTI,KAZ,S000000000KAZ1111111
CIM,ARM,K000000000ARM1111111
SYK,STP,M400000000STP1111111
IMI,YEM,S000000000YEM1111111
PNA,SGS,F100000000SGS1111111
WAN,AFG,R300000000AFG1111111
FOQ,LUX,N000000000LUX1111111
OAS,JEY,J100000000JEY1111111
ADJ,COK,N100000000COK1111111
QUI,GRD,B300000000GRD1111111
HGF,MSR,B200000000MSR1111111
NRE,MCO,A300000000MCO1111111
QXB,SGS,T000000000SGS1111111
KVS,GAB,D300000000GAB1111111
MVB,SYC,T200000000SYC1111111
XME,FRO,I200000000FRO1111111
CRC,BTN,B300000000BTN1111111
QFW,BRA,D100000000BRA1111111
HUN,MLT,R100000000MLT1111111
NNR,BES,H400000000BES1111111
JUA,ROU,L200000000ROU1111111
XXI,MYS,J200000000MYS1111111
CXX,MKD,N200000000MKD1111111
GMJ,POL,O400000000POL1111111
YYV,GUM,A300000000GUM1111111
LWQ,TZA,H000000000TZA1111111
PQY,NCL,B100000000NCL1111111
ORJ,BGR,F200000000BGR1111111
AYS,NZL,N300000000NZL1111111
XNS,FRO,B000000000FRO1111111
IRX,AZE,A400000000AZE1111111
IWC,GBR,Q400000000GBR1111111
AXN,VIR,O300000000VIR1111111
ZDV,BMU,N200000000BMU1111111
XMX,BRN,O400000000BRN1111111
NBA,ZMB,J100000000ZMB1111111
CGA,THA,O400000000THA1111111
RQK,RUS,L200000000RUS1111111
SYQ,NRU,P100000000NRU1111111
NTH,TUR,J400000000TUR1111111
JIZ,AGO,P100000000AGO1111111
PUP,HTI,I200000000HTI1111111
BWS,TZA,K300000000TZA1111111
RLB,COM,P000000000COM1111111
WEB,COD,R100000000COD1111111
PYF,NIC,R100000000NIC1111111
JSX,DEU,Q400000000DEU1111111
IHO,MDA,S200000000MDA1111111
HZQ,GNB,S300000000GNB1111111
UNS,TTO,I300000000TTO1111111
FZW,CHE,G400000000CHE1111111
IXS,LKA,R400000000LKA1111111
YBH,CRI,N200000000CRI1111111
CAG,IRL,Q100000000IRL1111111
NEX,SVK,R400000000SVK1111111
OIJ,PHL,P100000000PHL1111111
RXM,TKM,Q100000000TKM1111111
YXF,LSO,S300000000LSO1111111
UXZ,MRT,L200000000MRT1111111
BHQ,GBR,H100000000GBR1111111
ZDQ,SAU,P000000000SAU1111111
QDS,LKA,Q400000000LKA1111111
HRD,FIN,D400000000FIN1111111
XYZ,ARE,I200000000ARE1111111
DTA,DJI,T200000000DJI1111111
WEH,BGR,C000000000BGR1111111
SEG,LAO,B200000000LAO1111111
SVH,ZWE,B300000000ZWE1111111
TBD,BLZ,B100000000BLZ1111111
ZQK,KEN,H300000000KEN1111111
HHU,BES,S000000000BES1111111
TPW,VNM,I400000000VNM1111111
KNH,LKA,R100000000LKA1111111
KAN,MWI,N300000000MWI1111111
CKH,CRI,B200000000CRI1111111
FTR,HMD,D200000000HMD1111111
CPM,STP,K200000000STP1111111
EIJ,ATF,N000000000ATF1111111
FPL,MLT,A300000000MLT1111111
KDJ,SVK,L100000000SVK1111111
QMM,LSO,G100000000LSO1111111
TZZ,MAF,T400000000MAF1111111
ZZY,ATF,S400000000ATF1111111
RLJ,GBR,S000000000GBR1111111
HMF,MUS,J200000000MUS1111111
JHQ,GUF,K100000000GUF1111111
KJC,PRI,I000000000PRI1111111
WAS,SMR,L300000000SMR1111111
RPU,BEL,Q300000000BEL1111111
PCV,RUS,C400000000RUS1111111
CLY,COK,D000000000COK1111111
URC,SXM,T300000000SXM1111111
GFK,MDA,H100000000MDA1111111
XWO,LBN,G300000000LBN1111111
LSX,SWZ,S000000000SWZ1111111
RLY,LVA,B200000000LVA1111111
LTD,MYS,A100000000MYS1111111
QXO,KAZ,O000000000KAZ1111111
TDD,YEM,O400000000YEM1111111
WPU,TKL,K200000000TKL1111111
NZQ,FLK,J300000000FLK1111111
OAN,POL,F300000000POL1111111
UCP,CCK,G300000000CCK1111111
NJH,FSM,I400000000FSM1111111
DMC,NFK,F000000000NFK1111111
AMO,KNA,T200000000KNA1111111
YLU,ISR,J300000000ISR1111111
QMV,TON,Q300000000TON1111111
HFQ,SLE,B400000000SLE1111111
ENZ,DZA,C300000000DZA1111111
MSF,LTU,E100000000LTU1111111
MPF,SXM,M200000000SXM1111111
ZHI,ESH,C300000000ESH1111111
MZS,ALB,S300000000ALB1111111
UCY,GRL,P200000000GRL1111111
ZGL,ESP,L100000000ESP1111111
KJY,GUF,E100000000GUF1111111
PMC,SDN,E400000000SDN1111111
QWN,BRA,R300000000BRA1111111
DQS,BTN,B200000000BTN1111111
NMO,NCL,I000000000NCL1111111
GNJ,FLK,D300000000FLK1111111
YIP,DEU,A200000000DEU1111111
TAM,TKL,S300000000TKL1111111
MYU,WLF,A000000000WLF1111111
GEC,UZB,L400000000UZB1111111
FAQ,GAB,D100000000GAB1111111
ORW,JPN,N000000000JPN1111111
ZVR,KNA,O200000000KNA1111111
MGF,CHL,S400000000CHL1111111
DFZ,CAF,J100000000CAF1111111
PMN,ISL,P200000000ISL1111111
YCM,PLW,R300000000PLW1111111
IWO,ARM,C300000000ARM1111111
XPY,ATF,Q100000000ATF1111111
LNG,ATA,K200000000ATA1111111
ETQ,SLB,T200000000SLB1111111
HBM,FLK,G400000000FLK1111111
DJK,PYF,N100000000PYF1111111
YDP,SGS,N400000000SGS1111111
STV,SAU,Q300000000SAU1111111
CHG,CUB,N100000000CUB1111111
BYQ,GRL,H100000000GRL1111111
JDH,CHE,B300000000CHE1111111
BDN,KHM,C000000000KHM1111111
NJA,SOM,P100000000SOM1111111
NXY,IRQ,S000000000IRQ1111111
FPA,NFK,S400000000NFK1111111
GDC,GIN,T200000000GIN1111111
KNK,WLF,I200000000WLF1111111
WFK,CZE,F100000000CZE1111111
KWE,TZA,F100000000TZA1111111
LPL,MDG,N400000000MDG1111111
KIF,MYS,M300000000MYS1111111
GTA,CPV,G100000000CPV1111111
TRA,BFA,I100000000BFA1111111
JIB,LSO,G400000000LSO1111111
PFJ,GAB,B400000000GAB1111111
MIF,ROU,E100000000ROU1111111
GWD,BEL,L000000000BEL1111111
NLW,SLV,A300000000SLV1111111
PXK,LTU,E300000000LTU1111111
OMI,MTQ,H000000000MTQ1111111
JWG,TTO,P300000000TTO1111111
DIC,GBR,R300000000GBR1111111
YLN,MRT,I100000000MRT1111111
ZNC,SJM,E400000000SJM1111111
MIK,DOM,E000000000DOM1111111
IMW,GRL,S400000000GRL1111111
XJN,CXR,J000000000CXR1111111
TWT,ARE,B400000000ARE1111111
LDZ,SWE,L000000000SWE1111111
WHZ,UMI,H400000000UMI1111111
KWV,URY,K300000000URY1111111
APW,MDA,B200000000MDA1111111
ALG,BVT,G400000000BVT1111111
WNN,SAU,K300000000SAU1111111
ZKF,LVA,G000000000LVA1111111
FFJ,LKA,J200000000LKA1111111
YOE,THA,H100000000THA1111111
EWX,KHM,S100000000KHM1111111
OWN,KIR,L000000000KIR1111111
GNJ,SWZ,F400000000SWZ1111111
HVB,ATG,N400000000ATG1111111
SZX,TCD,A400000000TCD1111111
OVT,SWE,J200000000SWE1111111
ZCN,SJM,A400000000SJM1111111
EUB,TCA,J400000000TCA1111111
MZK,MMR,E300000000MMR1111111
AGT,SMR,C200000000SMR1111111
ILQ,MUS,O100000000MUS1111111
OSE,TJK,L000000000TJK1111111
XIL,COG,F300000000COG1111111
AQN,DEU,F400000000DEU1111111
MDA,TGO,K000000000TGO1111111
TYO,HTI,L000000000HTI1111111
GLJ,SUR,B400000000SUR1111111
SNK,SHN,A300000000SHN1111111
OQU,MCO,A000000000MCO1111111
AZS,GIN,L300000000GIN1111111
KJC,UKR,N100000000UKR1111111
GZO,GTM,R100000000GTM1111111
VSP,GUM,O400000000GUM1111111
SOF,FRO,B300000000FRO1111111
MIM,NER,L100000000NER1111111
PXS,MMR,P300000000MMR1111111
FJF,TZA,O200000000TZA1111111
OUJ,NZL,K000000000NZL1111111
HKD,DMA,L300000000DMA1111111
ZWZ,TCD,I200000000TCD1111111
KVQ,KIR,K400000000KIR1111111
TVO,THA,J400000000THA1111111
RTT,MLT,M000000000MLT1111111
YGF,ARE,E400000000ARE1111111
VXT,SMR,F400000000SMR1111111
MZD,TUR,L400000000TUR1111111
KHV,SMR,F000000000SMR1111111
EDJ,EST,S000000000EST1111111
FYC,IND,R000000000IND1111111
VGK,ABW,B000000000ABW1111111
QXM,SWZ,I300000000SWZ1111111
LOR,NOR,C300000000NOR1111111
JPJ,HMD,T200000000HMD1111111
XPA,VEN,G100000000VEN1111111
ADT,SGP,N300000000SGP1111111
IKL,ATA,J400000000ATA1111111
YDW,GIB,M300000000GIB1111111
DFM,CYP,S300000000CYP1111111
GUU,FSM,H100000000FSM1111111
MUD,KIR,A200000000KIR1111111
CQG,ARM,A200000000ARM1111111
WGY,AGO,K200000000AGO1111111
PUV,CIV,D400000000CIV1111111
VNR,ECU,G000000000ECU1111111
XRH,BTN,E000000000BTN1111111
WUW,MAR,H100000000MAR1111111
MCE,PRI,D100000000PRI1111111
VNN,GAB,M100000000GAB1111111
DCG,MUS,S200000000MUS1111111
MSB,MCO,D200000000MCO1111111
DAO,MEX,J100000000MEX1111111
KTD,CYP,R100000000CYP1111111
OLB,MCO,G300000000MCO1111111
PPO,AIA,H300000000AIA1111111
BPQ,NFK,O300000000NFK1111111
OUJ,BMU,M400000000BMU1111111
JDT,EST,S300000000EST1111111
IFR,SVK,M200000000SVK1111111
GNA,TKM,M000000000TKM1111111
WTS,FRO,J400000000FRO1111111
USR,GTM,L300000000GTM1111111
NXZ,VNM,R300000000VNM1111111
SQE,GTM,B200000000GTM1111111
VMB,SLB,D000000000SLB1111111
ZLH,SOM,S300000000SOM1111111
QHL,NIC,C400000000NIC1111111
AZJ,CZE,T300000000CZE1111111
QDH,MDA,D300000000MDA1111111
DCU,MDG,I000000000MDG1111111
AIX,BDI,S400000000BDI1111111
SOS,JPN,T400000000JPN1111111
WQJ,GAB,T000000000GAB1111111
LLF,ERI,S300000000ERI1111111
LEA,ZMB,T200000000ZMB1111111
PAR,JAM,E100000000JAM1111111
AJE,ROU,D300000000ROU1111111
FYT,EST,T100000000EST1111111
TWN,ISR,D100000000ISR1111111
SLX,POL,Q100000000POL1111111
TRH,ZMB,F400000000ZMB1111111
HQE,BRA,O200000000BRA1111111
KOS,LTU,D100000000LTU1111111
FIN,JEY,G300000000JEY1111111
JVT,TUR,B300000000TUR1111111
FCJ,SVK,E400000000SVK1111111
CBM,OMN,N000000000OMN1111111
MJD,VAT,S200000000VAT1111111
VCL,OMN,H200000000OMN1111111
MGE,IND,R400000000IND1111111
BWI,RWA,Q300000000RWA1111111
RNG,MNP,R300000000MNP1111111
BMG,SWZ,Q100000000SWZ1111111
QDS,ABW,K400000000ABW1111111
ZER,ASM,R100000000ASM1111111
ONC,LUX,A200000000LUX1111111
SBD,STP,G300000000STP1111111
UID,CPV,J400000000CPV1111111
TYF,ALB,Q000000000ALB1111111
SQR,IRN,C100000000IRN1111111
HSD,SSD,G400000000SSD1111111
RVX,HMD,L200000000HMD1111111
AQW,IRL,T100000000IRL1111111
ZAP,BES,K200000000BES1111111
LJK,SYR,N400000000SYR1111111
HOC,AND,F000000000AND1111111
BIZ,COG,B300000000COG1111111
DPP,BRN,B200000000BRN1111111
ANB,GHA,I000000000GHA1111111
COK,AUT,D200000000AUT1111111
LPP,SJM,E100000000SJM1111111
PJP,POL,M300000000POL1111111
WIT,REU,J000000000REU1111111
ZYN,NOR,H200000000NOR1111111
LFE,GUF,M000000000GUF1111111
YSF,SSD,B200000000SSD1111111
LCJ,CIV,T200000000CIV1111111
BFW,ESH,N200000000ESH1111111
ULM,MAF,C300000000MAF1111111
VAW,UMI,D000000000UMI1111111
JFN,VIR,S300000000VIR1111111
LGQ,GRL,C100000000GRL1111111
CDV,BHR,D100000000BHR1111111
STU,CUB,E300000000CUB1111111
GPB,SJM,J300000000SJM1111111
LJJ,GNB,J300000000GNB1111111
UUT,ESP,B200000000ESP1111111
TIB,CXR,L000000000CXR1111111
OQJ,SSD,N300000000SSD1111111
FID,TTO,O200000000TTO1111111
